,duration,price,date,origination,destination,depart,arrive,mode
239,101,$184 ,10/27/19,Boston,Philadelphia,   10:45 AM   ,   12:26 PM   ,plane
240,100,$189 ,10/27/19,Boston,Philadelphia,   5:36 PM   ,   7:16 PM   ,plane
241,101,$189 ,10/27/19,Boston,Philadelphia,   6:39 PM   ,   8:20 PM   ,plane
242,97,$189 ,10/27/19,Boston,Philadelphia,   9:38 PM   ,   11:15 PM   ,plane
243,93,$194 ,10/27/19,Boston,Philadelphia,   11:06 AM   ,   12:39 PM   ,plane
244,106,$194 ,10/27/19,Boston,Philadelphia,   4:54 PM   ,   6:40 PM   ,plane
245,111,$194 ,10/27/19,Boston,Philadelphia,   5:50 PM   ,   7:41 PM   ,plane
246,107,$194 ,10/27/19,Boston,Philadelphia,   7:12 PM   ,   8:59 PM   ,plane
247,107,$194 ,10/27/19,Boston,Philadelphia,   7:47 PM   ,   9:34 PM   ,plane
248,97,$209 ,10/27/19,Boston,Philadelphia,   2:10 PM   ,   3:47 PM   ,plane
249,109,$219 ,10/27/19,Boston,Philadelphia,   6:55 PM   ,   8:44 PM   ,plane
250,96,$244 ,10/27/19,Boston,Philadelphia,   12:33 PM   ,   2:09 PM   ,plane
251,108,$314 ,10/27/19,Boston,Philadelphia,   3:54 PM   ,   5:42 PM   ,plane
0,65,$170 ,11/3/19,NYC,Philadelphia,   5:45 AM   ,   6:50 AM   ,plane
1,74,$170 ,11/3/19,NYC,Philadelphia,   1:00 PM   ,   2:14 PM   ,plane
2,76,$170 ,11/3/19,NYC,Philadelphia,   3:15 PM   ,   4:31 PM   ,plane
3,1107,$157 ,11/3/19,NYC,Philadelphia,   6:30 PM   ,   12:57 PM+1   ,plane
4,298,$200 ,11/3/19,NYC,Philadelphia,   5:01 AM   ,   9:59 AM   ,plane
5,193,$208 ,11/3/19,NYC,Philadelphia,   5:00 PM   ,   8:13 PM   ,plane
6,456,$211 ,11/3/19,NYC,Philadelphia,   11:00 PM   ,   6:36 AM+1   ,plane
7,297,$240 ,11/3/19,NYC,Philadelphia,   9:13 AM   ,   2:10 PM   ,plane
8,280,$257 ,11/3/19,NYC,Philadelphia,   9:30 AM   ,   2:10 PM   ,plane
9,220,$291 ,11/3/19,NYC,Philadelphia,   3:36 PM   ,   7:16 PM   ,plane
10,67,$305 ,10/17/19,Philadelphia,NYC,   10:50 AM   ,   11:57 AM   ,plane
11,66,$305 ,10/17/19,Philadelphia,NYC,   3:10 PM   ,   4:16 PM   ,plane
12,64,$305 ,10/17/19,Philadelphia,NYC,   5:10 PM   ,   6:14 PM   ,plane
13,66,$305 ,10/17/19,Philadelphia,NYC,   8:58 PM   ,   10:04 PM   ,plane
14,192,$313 ,10/17/19,Philadelphia,NYC,   6:43 AM   ,   9:55 AM   ,plane
15,219,$313 ,10/17/19,Philadelphia,NYC,   7:44 AM   ,   11:23 AM   ,plane
16,212,$313 ,10/17/19,Philadelphia,NYC,   5:46 PM   ,   9:18 PM   ,plane
17,984,$352 ,10/17/19,Philadelphia,NYC,   4:27 PM   ,   8:51 AM+1   ,plane
18,374,$410 ,10/17/19,Philadelphia,NYC,   6:00 AM   ,   12:14 PM   ,plane
19,264,$499 ,10/17/19,Philadelphia,NYC,   6:00 AM   ,   10:24 AM   ,plane
20,428,$143 ,10/24/19,Philadelphia,NYC,   8:48 AM   ,   3:56 PM   ,plane
21,67,$260 ,10/24/19,Philadelphia,NYC,   10:50 AM   ,   11:57 AM   ,plane
22,66,$260 ,10/24/19,Philadelphia,NYC,   3:10 PM   ,   4:16 PM   ,plane
23,64,$260 ,10/24/19,Philadelphia,NYC,   5:10 PM   ,   6:14 PM   ,plane
24,66,$260 ,10/24/19,Philadelphia,NYC,   8:58 PM   ,   10:04 PM   ,plane
25,468,$185 ,10/24/19,Philadelphia,NYC,   6:30 AM   ,   2:18 PM   ,plane
26,467,$197 ,10/24/19,Philadelphia,NYC,   6:30 AM   ,   2:17 PM   ,plane
27,527,$211 ,10/24/19,Philadelphia,NYC,   6:43 AM   ,   3:30 PM   ,plane
28,653,$230 ,10/24/19,Philadelphia,NYC,   6:00 AM   ,   4:53 PM   ,plane
29,192,$268 ,10/24/19,Philadelphia,NYC,   6:43 AM   ,   9:55 AM   ,plane
30,219,$268 ,10/24/19,Philadelphia,NYC,   7:44 AM   ,   11:23 AM   ,plane
31,230,$321 ,10/24/19,Philadelphia,NYC,   7:00 AM   ,   10:50 AM   ,plane
32,260,$418 ,10/24/19,Philadelphia,NYC,   6:05 AM   ,   10:25 AM   ,plane
33,64,$305 ,10/20/19,NYC,Philadelphia,   6:00 AM   ,   7:04 AM   ,plane
34,72,$305 ,10/20/19,NYC,Philadelphia,   1:00 PM   ,   2:12 PM   ,plane
35,78,$305 ,10/20/19,NYC,Philadelphia,   3:15 PM   ,   4:33 PM   ,plane
36,1107,$307 ,10/20/19,NYC,Philadelphia,   6:30 PM   ,   12:57 PM+1   ,plane
37,194,$378 ,10/20/19,NYC,Philadelphia,   5:00 PM   ,   8:14 PM   ,plane
38,940,$405 ,10/20/19,NYC,Philadelphia,   9:31 PM   ,   1:11 PM+1   ,plane
39,258,$462 ,10/20/19,NYC,Philadelphia,   6:00 AM   ,   10:18 AM   ,plane
40,276,$462 ,10/20/19,NYC,Philadelphia,   7:35 AM   ,   12:11 PM   ,plane
41,301,$462 ,10/20/19,NYC,Philadelphia,   5:10 PM   ,   10:11 PM   ,plane
42,288,$471 ,10/20/19,NYC,Philadelphia,   6:30 PM   ,   11:18 PM   ,plane
43,67,$170 ,10/31/19,Philadelphia,NYC,   10:50 AM   ,   11:57 AM   ,plane
44,66,$170 ,10/31/19,Philadelphia,NYC,   3:10 PM   ,   4:16 PM   ,plane
45,64,$170 ,10/31/19,Philadelphia,NYC,   5:10 PM   ,   6:14 PM   ,plane
46,66,$170 ,10/31/19,Philadelphia,NYC,   8:58 PM   ,   10:04 PM   ,plane
47,554,$137 ,10/31/19,Philadelphia,NYC,   8:00 AM   ,   5:14 PM   ,plane
48,400,$137 ,10/31/19,Philadelphia,NYC,   4:27 PM   ,   11:07 PM   ,plane
49,592,$143 ,10/31/19,Philadelphia,NYC,   6:43 AM   ,   4:35 PM   ,plane
50,262,$145 ,10/31/19,Philadelphia,NYC,   5:00 AM   ,   9:22 AM   ,plane
51,285,$145 ,10/31/19,Philadelphia,NYC,   6:35 AM   ,   11:20 AM   ,plane
52,428,$151 ,10/31/19,Philadelphia,NYC,   8:48 AM   ,   3:56 PM   ,plane
53,192,$178 ,10/31/19,Philadelphia,NYC,   6:43 AM   ,   9:55 AM   ,plane
54,219,$178 ,10/31/19,Philadelphia,NYC,   7:44 AM   ,   11:23 AM   ,plane
55,590,$183 ,10/31/19,Philadelphia,NYC,   6:00 AM   ,   3:50 PM   ,plane
56,204,$190 ,10/31/19,Philadelphia,NYC,   10:34 AM   ,   1:58 PM   ,plane
57,65,$170 ,11/3/19,NYC,Philadelphia,   5:45 AM   ,   6:50 AM   ,plane
58,74,$170 ,11/3/19,NYC,Philadelphia,   1:00 PM   ,   2:14 PM   ,plane
59,76,$170 ,11/3/19,NYC,Philadelphia,   3:15 PM   ,   4:31 PM   ,plane
60,1107,$157 ,11/3/19,NYC,Philadelphia,   6:30 PM   ,   12:57 PM+1   ,plane
61,298,$200 ,11/3/19,NYC,Philadelphia,   5:01 AM   ,   9:59 AM   ,plane
62,193,$208 ,11/3/19,NYC,Philadelphia,   5:00 PM   ,   8:13 PM   ,plane
63,456,$211 ,11/3/19,NYC,Philadelphia,   11:00 PM   ,   6:36 AM+1   ,plane
64,297,$240 ,11/3/19,NYC,Philadelphia,   9:13 AM   ,   2:10 PM   ,plane
65,280,$257 ,11/3/19,NYC,Philadelphia,   9:30 AM   ,   2:10 PM   ,plane
66,220,$291 ,11/3/19,NYC,Philadelphia,   3:36 PM   ,   7:16 PM   ,plane
67,67,$305 ,10/17/19,Philadelphia,NYC,   10:50 AM   ,   11:57 AM   ,plane
68,66,$305 ,10/17/19,Philadelphia,NYC,   3:10 PM   ,   4:16 PM   ,plane
69,64,$305 ,10/17/19,Philadelphia,NYC,   5:10 PM   ,   6:14 PM   ,plane
70,66,$305 ,10/17/19,Philadelphia,NYC,   8:58 PM   ,   10:04 PM   ,plane
71,192,$313 ,10/17/19,Philadelphia,NYC,   6:43 AM   ,   9:55 AM   ,plane
72,219,$313 ,10/17/19,Philadelphia,NYC,   7:44 AM   ,   11:23 AM   ,plane
73,212,$313 ,10/17/19,Philadelphia,NYC,   5:46 PM   ,   9:18 PM   ,plane
74,984,$352 ,10/17/19,Philadelphia,NYC,   4:27 PM   ,   8:51 AM+1   ,plane
75,374,$410 ,10/17/19,Philadelphia,NYC,   6:00 AM   ,   12:14 PM   ,plane
76,264,$499 ,10/17/19,Philadelphia,NYC,   6:00 AM   ,   10:24 AM   ,plane
77,428,$143 ,10/24/19,Philadelphia,NYC,   8:48 AM   ,   3:56 PM   ,plane
78,67,$260 ,10/24/19,Philadelphia,NYC,   10:50 AM   ,   11:57 AM   ,plane
79,66,$260 ,10/24/19,Philadelphia,NYC,   3:10 PM   ,   4:16 PM   ,plane
80,64,$260 ,10/24/19,Philadelphia,NYC,   5:10 PM   ,   6:14 PM   ,plane
81,66,$260 ,10/24/19,Philadelphia,NYC,   8:58 PM   ,   10:04 PM   ,plane
82,468,$185 ,10/24/19,Philadelphia,NYC,   6:30 AM   ,   2:18 PM   ,plane
83,467,$197 ,10/24/19,Philadelphia,NYC,   6:30 AM   ,   2:17 PM   ,plane
84,527,$211 ,10/24/19,Philadelphia,NYC,   6:43 AM   ,   3:30 PM   ,plane
85,653,$230 ,10/24/19,Philadelphia,NYC,   6:00 AM   ,   4:53 PM   ,plane
86,192,$268 ,10/24/19,Philadelphia,NYC,   6:43 AM   ,   9:55 AM   ,plane
87,219,$268 ,10/24/19,Philadelphia,NYC,   7:44 AM   ,   11:23 AM   ,plane
88,230,$321 ,10/24/19,Philadelphia,NYC,   7:00 AM   ,   10:50 AM   ,plane
89,260,$418 ,10/24/19,Philadelphia,NYC,   6:05 AM   ,   10:25 AM   ,plane
90,64,$305 ,10/20/19,NYC,Philadelphia,   6:00 AM   ,   7:04 AM   ,plane
91,72,$305 ,10/20/19,NYC,Philadelphia,   1:00 PM   ,   2:12 PM   ,plane
92,78,$305 ,10/20/19,NYC,Philadelphia,   3:15 PM   ,   4:33 PM   ,plane
93,1107,$307 ,10/20/19,NYC,Philadelphia,   6:30 PM   ,   12:57 PM+1   ,plane
94,194,$378 ,10/20/19,NYC,Philadelphia,   5:00 PM   ,   8:14 PM   ,plane
95,940,$405 ,10/20/19,NYC,Philadelphia,   9:31 PM   ,   1:11 PM+1   ,plane
96,258,$462 ,10/20/19,NYC,Philadelphia,   6:00 AM   ,   10:18 AM   ,plane
97,276,$462 ,10/20/19,NYC,Philadelphia,   7:35 AM   ,   12:11 PM   ,plane
98,301,$462 ,10/20/19,NYC,Philadelphia,   5:10 PM   ,   10:11 PM   ,plane
99,288,$471 ,10/20/19,NYC,Philadelphia,   6:30 PM   ,   11:18 PM   ,plane
100,67,$170 ,10/31/19,Philadelphia,NYC,   10:50 AM   ,   11:57 AM   ,plane
101,66,$170 ,10/31/19,Philadelphia,NYC,   3:10 PM   ,   4:16 PM   ,plane
102,64,$170 ,10/31/19,Philadelphia,NYC,   5:10 PM   ,   6:14 PM   ,plane
103,66,$170 ,10/31/19,Philadelphia,NYC,   8:58 PM   ,   10:04 PM   ,plane
104,554,$137 ,10/31/19,Philadelphia,NYC,   8:00 AM   ,   5:14 PM   ,plane
105,400,$137 ,10/31/19,Philadelphia,NYC,   4:27 PM   ,   11:07 PM   ,plane
106,592,$143 ,10/31/19,Philadelphia,NYC,   6:43 AM   ,   4:35 PM   ,plane
107,262,$145 ,10/31/19,Philadelphia,NYC,   5:00 AM   ,   9:22 AM   ,plane
108,285,$145 ,10/31/19,Philadelphia,NYC,   6:35 AM   ,   11:20 AM   ,plane
109,428,$151 ,10/31/19,Philadelphia,NYC,   8:48 AM   ,   3:56 PM   ,plane
110,192,$178 ,10/31/19,Philadelphia,NYC,   6:43 AM   ,   9:55 AM   ,plane
111,219,$178 ,10/31/19,Philadelphia,NYC,   7:44 AM   ,   11:23 AM   ,plane
112,590,$183 ,10/31/19,Philadelphia,NYC,   6:00 AM   ,   3:50 PM   ,plane
113,204,$190 ,10/31/19,Philadelphia,NYC,   10:34 AM   ,   1:58 PM   ,plane
114,1107,$159 ,10/27/19,NYC,Philadelphia,   6:30 PM   ,   12:57 PM+1   ,plane
115,64,$230 ,10/27/19,NYC,Philadelphia,   6:00 AM   ,   7:04 AM   ,plane
116,72,$230 ,10/27/19,NYC,Philadelphia,   1:00 PM   ,   2:12 PM   ,plane
117,78,$230 ,10/27/19,NYC,Philadelphia,   3:15 PM   ,   4:33 PM   ,plane
118,880,$260 ,10/27/19,NYC,Philadelphia,   9:00 PM   ,   11:40 AM+1   ,plane
119,497,$269 ,10/27/19,NYC,Philadelphia,   3:25 PM   ,   11:42 PM   ,plane
120,334,$313 ,10/27/19,NYC,Philadelphia,   4:00 PM   ,   9:34 PM   ,plane
121,194,$378 ,10/27/19,NYC,Philadelphia,   5:00 PM   ,   8:14 PM   ,plane
122,220,$418 ,10/27/19,NYC,Philadelphia,   3:36 PM   ,   7:16 PM   ,plane
123,1107,$159 ,10/27/19,NYC,Philadelphia,   6:30 PM   ,   12:57 PM+1   ,plane
124,64,$230 ,10/27/19,NYC,Philadelphia,   6:00 AM   ,   7:04 AM   ,plane
125,72,$230 ,10/27/19,NYC,Philadelphia,   1:00 PM   ,   2:12 PM   ,plane
126,78,$230 ,10/27/19,NYC,Philadelphia,   3:15 PM   ,   4:33 PM   ,plane
127,880,$260 ,10/27/19,NYC,Philadelphia,   9:00 PM   ,   11:40 AM+1   ,plane
128,497,$269 ,10/27/19,NYC,Philadelphia,   3:25 PM   ,   11:42 PM   ,plane
129,334,$313 ,10/27/19,NYC,Philadelphia,   4:00 PM   ,   9:34 PM   ,plane
130,194,$378 ,10/27/19,NYC,Philadelphia,   5:00 PM   ,   8:14 PM   ,plane
131,220,$418 ,10/27/19,NYC,Philadelphia,   3:36 PM   ,   7:16 PM   ,plane
0,818,$183 ,11/3/19,DC,Philadelphia,   9:04 PM   ,   10:42 AM+1   ,plane
1,298,$196 ,11/3/19,DC,Philadelphia,   5:01 AM   ,   9:59 AM   ,plane
2,258,$245 ,11/3/19,DC,Philadelphia,   7:15 PM   ,   11:33 PM   ,plane
4,392,$236 ,11/3/19,DC,Philadelphia,   7:38 AM   ,   2:10 PM   ,plane
5,285,$245 ,11/3/19,DC,Philadelphia,   6:30 AM   ,   11:15 AM   ,plane
6,303,$245 ,11/3/19,DC,Philadelphia,   8:30 AM   ,   1:33 PM   ,plane
7,287,$245 ,11/3/19,DC,Philadelphia,   11:45 AM   ,   4:32 PM   ,plane
8,287,$245 ,11/3/19,DC,Philadelphia,   12:45 PM   ,   5:32 PM   ,plane
9,308,$245 ,11/3/19,DC,Philadelphia,   4:20 PM   ,   9:28 PM   ,plane
10,312,$245 ,11/3/19,DC,Philadelphia,   5:30 PM   ,   10:42 PM   ,plane
11,306,$256 ,11/3/19,DC,Philadelphia,   7:38 AM   ,   12:44 PM   ,plane
12,305,$256 ,11/3/19,DC,Philadelphia,   9:05 AM   ,   2:10 PM   ,plane
13,219,$276 ,11/3/19,DC,Philadelphia,   9:05 AM   ,   12:44 PM   ,plane
14,291,$277 ,11/3/19,DC,Philadelphia,   12:59 PM   ,   5:50 PM   ,plane
20,536,$282 ,10/17/19,Philadelphia,DC,   8:48 AM   ,   5:44 PM   ,plane
21,440,$344 ,10/17/19,Philadelphia,DC,   6:00 AM   ,   1:20 PM   ,plane
22,670,$385 ,10/17/19,Philadelphia,DC,   5:09 AM   ,   4:19 PM   ,plane
24,241,$395 ,10/17/19,Philadelphia,DC,   5:57 PM   ,   9:58 PM   ,plane
26,72,$408 ,10/17/19,Philadelphia,DC,   5:46 PM   ,   6:58 PM   ,plane
27,65,$408 ,10/17/19,Philadelphia,DC,   9:10 PM   ,   10:15 PM   ,plane
28,221,$448 ,10/17/19,Philadelphia,DC,   7:00 AM   ,   10:41 AM   ,plane
29,222,$499 ,10/17/19,Philadelphia,DC,   8:35 AM   ,   12:17 PM   ,plane
30,536,$154 ,10/24/19,Philadelphia,DC,   8:48 AM   ,   5:44 PM   ,plane
31,481,$177 ,10/24/19,Philadelphia,DC,   6:30 AM   ,   2:31 PM   ,plane
32,239,$259 ,10/24/19,Philadelphia,DC,   8:38 AM   ,   12:37 PM   ,plane
34,374,$211 ,10/24/19,Philadelphia,DC,   4:50 PM   ,   11:04 PM   ,plane
35,500,$222 ,10/24/19,Philadelphia,DC,   8:00 AM   ,   4:20 PM   ,plane
36,255,$259 ,10/24/19,Philadelphia,DC,   10:53 AM   ,   3:08 PM   ,plane
37,221,$276 ,10/24/19,Philadelphia,DC,   7:00 AM   ,   10:41 AM   ,plane
38,232,$276 ,10/24/19,Philadelphia,DC,   12:51 PM   ,   4:43 PM   ,plane
39,243,$286 ,10/24/19,Philadelphia,DC,   9:34 AM   ,   1:37 PM   ,plane
40,245,$286 ,10/24/19,Philadelphia,DC,   10:35 AM   ,   2:40 PM   ,plane
41,242,$295 ,10/24/19,Philadelphia,DC,   3:58 PM   ,   8:00 PM   ,plane
42,241,$295 ,10/24/19,Philadelphia,DC,   5:57 PM   ,   9:58 PM   ,plane
48,222,$391 ,10/24/19,Philadelphia,DC,   8:35 AM   ,   12:17 PM   ,plane
50,72,$408 ,10/24/19,Philadelphia,DC,   5:46 PM   ,   6:58 PM   ,plane
51,65,$408 ,10/24/19,Philadelphia,DC,   9:10 PM   ,   10:15 PM   ,plane
56,434,$338 ,10/20/19,DC,Philadelphia,   8:20 AM   ,   3:34 PM   ,plane
57,249,$379 ,10/20/19,DC,Philadelphia,   8:02 AM   ,   12:11 PM   ,plane
58,258,$395 ,10/20/19,DC,Philadelphia,   7:15 PM   ,   11:33 PM   ,plane
59,65,$408 ,10/20/19,DC,Philadelphia,   8:00 AM   ,   9:05 AM   ,plane
60,72,$408 ,10/20/19,DC,Philadelphia,   3:13 PM   ,   4:25 PM   ,plane
61,64,$408 ,10/20/19,DC,Philadelphia,   7:10 PM   ,   8:14 PM   ,plane
62,238,$448 ,10/20/19,DC,Philadelphia,   8:13 AM   ,   12:11 PM   ,plane
63,229,$499 ,10/20/19,DC,Philadelphia,   8:10 PM   ,   11:59 PM   ,plane
64,536,$122 ,10/31/19,Philadelphia,DC,   8:48 AM   ,   5:44 PM   ,plane
65,500,$128 ,10/31/19,Philadelphia,DC,   8:00 AM   ,   4:20 PM   ,plane
66,516,$171 ,10/31/19,Philadelphia,DC,   6:21 AM   ,   2:57 PM   ,plane
67,217,$186 ,10/31/19,Philadelphia,DC,   9:34 AM   ,   1:11 PM   ,plane
68,1433,$134 ,10/31/19,Philadelphia,DC,   4:27 PM   ,   4:20 PM+1   ,plane
69,481,$152 ,10/31/19,Philadelphia,DC,   6:30 AM   ,   2:31 PM   ,plane
70,499,$166 ,10/31/19,Philadelphia,DC,   7:00 AM   ,   3:19 PM   ,plane
71,226,$186 ,10/31/19,Philadelphia,DC,   10:34 AM   ,   2:20 PM   ,plane
72,374,$196 ,10/31/19,Philadelphia,DC,   4:50 PM   ,   11:04 PM   ,plane
73,225,$206 ,10/31/19,Philadelphia,DC,   10:34 AM   ,   2:19 PM   ,plane
74,335,$206 ,10/31/19,Philadelphia,DC,   1:24 PM   ,   6:59 PM   ,plane
75,250,$216 ,10/31/19,Philadelphia,DC,   2:49 PM   ,   6:59 PM   ,plane
76,221,$226 ,10/31/19,Philadelphia,DC,   7:00 AM   ,   10:41 AM   ,plane
77,274,$226 ,10/31/19,Philadelphia,DC,   1:24 PM   ,   5:58 PM   ,plane
78,281,$231 ,10/31/19,Philadelphia,DC,   6:00 AM   ,   10:41 AM   ,plane
79,243,$231 ,10/31/19,Philadelphia,DC,   9:34 AM   ,   1:37 PM   ,plane
80,245,$231 ,10/31/19,Philadelphia,DC,   10:35 AM   ,   2:40 PM   ,plane
81,259,$231 ,10/31/19,Philadelphia,DC,   2:29 PM   ,   6:48 PM   ,plane
82,243,$236 ,10/31/19,Philadelphia,DC,   7:56 PM   ,   11:59 PM   ,plane
83,818,$183 ,11/3/19,DC,Philadelphia,   9:04 PM   ,   10:42 AM+1   ,plane
84,298,$196 ,11/3/19,DC,Philadelphia,   5:01 AM   ,   9:59 AM   ,plane
85,258,$245 ,11/3/19,DC,Philadelphia,   7:15 PM   ,   11:33 PM   ,plane
87,392,$236 ,11/3/19,DC,Philadelphia,   7:38 AM   ,   2:10 PM   ,plane
88,285,$245 ,11/3/19,DC,Philadelphia,   6:30 AM   ,   11:15 AM   ,plane
89,303,$245 ,11/3/19,DC,Philadelphia,   8:30 AM   ,   1:33 PM   ,plane
90,287,$245 ,11/3/19,DC,Philadelphia,   11:45 AM   ,   4:32 PM   ,plane
91,287,$245 ,11/3/19,DC,Philadelphia,   12:45 PM   ,   5:32 PM   ,plane
92,308,$245 ,11/3/19,DC,Philadelphia,   4:20 PM   ,   9:28 PM   ,plane
93,312,$245 ,11/3/19,DC,Philadelphia,   5:30 PM   ,   10:42 PM   ,plane
94,306,$256 ,11/3/19,DC,Philadelphia,   7:38 AM   ,   12:44 PM   ,plane
95,305,$256 ,11/3/19,DC,Philadelphia,   9:05 AM   ,   2:10 PM   ,plane
96,219,$276 ,11/3/19,DC,Philadelphia,   9:05 AM   ,   12:44 PM   ,plane
97,291,$277 ,11/3/19,DC,Philadelphia,   12:59 PM   ,   5:50 PM   ,plane
103,536,$282 ,10/17/19,Philadelphia,DC,   8:48 AM   ,   5:44 PM   ,plane
104,440,$344 ,10/17/19,Philadelphia,DC,   6:00 AM   ,   1:20 PM   ,plane
105,670,$385 ,10/17/19,Philadelphia,DC,   5:09 AM   ,   4:19 PM   ,plane
107,241,$395 ,10/17/19,Philadelphia,DC,   5:57 PM   ,   9:58 PM   ,plane
109,72,$408 ,10/17/19,Philadelphia,DC,   5:46 PM   ,   6:58 PM   ,plane
110,65,$408 ,10/17/19,Philadelphia,DC,   9:10 PM   ,   10:15 PM   ,plane
111,221,$448 ,10/17/19,Philadelphia,DC,   7:00 AM   ,   10:41 AM   ,plane
112,222,$499 ,10/17/19,Philadelphia,DC,   8:35 AM   ,   12:17 PM   ,plane
113,536,$154 ,10/24/19,Philadelphia,DC,   8:48 AM   ,   5:44 PM   ,plane
114,481,$177 ,10/24/19,Philadelphia,DC,   6:30 AM   ,   2:31 PM   ,plane
115,239,$259 ,10/24/19,Philadelphia,DC,   8:38 AM   ,   12:37 PM   ,plane
117,374,$211 ,10/24/19,Philadelphia,DC,   4:50 PM   ,   11:04 PM   ,plane
118,500,$222 ,10/24/19,Philadelphia,DC,   8:00 AM   ,   4:20 PM   ,plane
119,255,$259 ,10/24/19,Philadelphia,DC,   10:53 AM   ,   3:08 PM   ,plane
120,221,$276 ,10/24/19,Philadelphia,DC,   7:00 AM   ,   10:41 AM   ,plane
121,232,$276 ,10/24/19,Philadelphia,DC,   12:51 PM   ,   4:43 PM   ,plane
122,243,$286 ,10/24/19,Philadelphia,DC,   9:34 AM   ,   1:37 PM   ,plane
123,245,$286 ,10/24/19,Philadelphia,DC,   10:35 AM   ,   2:40 PM   ,plane
124,242,$295 ,10/24/19,Philadelphia,DC,   3:58 PM   ,   8:00 PM   ,plane
125,241,$295 ,10/24/19,Philadelphia,DC,   5:57 PM   ,   9:58 PM   ,plane
131,222,$391 ,10/24/19,Philadelphia,DC,   8:35 AM   ,   12:17 PM   ,plane
133,72,$408 ,10/24/19,Philadelphia,DC,   5:46 PM   ,   6:58 PM   ,plane
134,65,$408 ,10/24/19,Philadelphia,DC,   9:10 PM   ,   10:15 PM   ,plane
139,434,$338 ,10/20/19,DC,Philadelphia,   8:20 AM   ,   3:34 PM   ,plane
140,249,$379 ,10/20/19,DC,Philadelphia,   8:02 AM   ,   12:11 PM   ,plane
141,258,$395 ,10/20/19,DC,Philadelphia,   7:15 PM   ,   11:33 PM   ,plane
142,65,$408 ,10/20/19,DC,Philadelphia,   8:00 AM   ,   9:05 AM   ,plane
143,72,$408 ,10/20/19,DC,Philadelphia,   3:13 PM   ,   4:25 PM   ,plane
144,64,$408 ,10/20/19,DC,Philadelphia,   7:10 PM   ,   8:14 PM   ,plane
145,238,$448 ,10/20/19,DC,Philadelphia,   8:13 AM   ,   12:11 PM   ,plane
146,229,$499 ,10/20/19,DC,Philadelphia,   8:10 PM   ,   11:59 PM   ,plane
147,536,$122 ,10/31/19,Philadelphia,DC,   8:48 AM   ,   5:44 PM   ,plane
148,500,$128 ,10/31/19,Philadelphia,DC,   8:00 AM   ,   4:20 PM   ,plane
149,516,$171 ,10/31/19,Philadelphia,DC,   6:21 AM   ,   2:57 PM   ,plane
150,217,$186 ,10/31/19,Philadelphia,DC,   9:34 AM   ,   1:11 PM   ,plane
151,1433,$134 ,10/31/19,Philadelphia,DC,   4:27 PM   ,   4:20 PM+1   ,plane
152,481,$152 ,10/31/19,Philadelphia,DC,   6:30 AM   ,   2:31 PM   ,plane
153,499,$166 ,10/31/19,Philadelphia,DC,   7:00 AM   ,   3:19 PM   ,plane
154,226,$186 ,10/31/19,Philadelphia,DC,   10:34 AM   ,   2:20 PM   ,plane
155,374,$196 ,10/31/19,Philadelphia,DC,   4:50 PM   ,   11:04 PM   ,plane
156,225,$206 ,10/31/19,Philadelphia,DC,   10:34 AM   ,   2:19 PM   ,plane
157,335,$206 ,10/31/19,Philadelphia,DC,   1:24 PM   ,   6:59 PM   ,plane
158,250,$216 ,10/31/19,Philadelphia,DC,   2:49 PM   ,   6:59 PM   ,plane
159,221,$226 ,10/31/19,Philadelphia,DC,   7:00 AM   ,   10:41 AM   ,plane
160,274,$226 ,10/31/19,Philadelphia,DC,   1:24 PM   ,   5:58 PM   ,plane
161,281,$231 ,10/31/19,Philadelphia,DC,   6:00 AM   ,   10:41 AM   ,plane
162,243,$231 ,10/31/19,Philadelphia,DC,   9:34 AM   ,   1:37 PM   ,plane
163,245,$231 ,10/31/19,Philadelphia,DC,   10:35 AM   ,   2:40 PM   ,plane
164,259,$231 ,10/31/19,Philadelphia,DC,   2:29 PM   ,   6:48 PM   ,plane
165,243,$236 ,10/31/19,Philadelphia,DC,   7:56 PM   ,   11:59 PM   ,plane
166,298,$259 ,10/27/19,DC,Philadelphia,   5:01 AM   ,   9:59 AM   ,plane
169,1002,$237 ,10/27/19,DC,Philadelphia,   7:00 AM   ,   11:42 PM   ,plane
170,255,$295 ,10/27/19,DC,Philadelphia,   7:00 AM   ,   11:15 AM   ,plane
171,303,$295 ,10/27/19,DC,Philadelphia,   8:30 AM   ,   1:33 PM   ,plane
172,287,$295 ,10/27/19,DC,Philadelphia,   11:45 AM   ,   4:32 PM   ,plane
173,287,$295 ,10/27/19,DC,Philadelphia,   12:45 PM   ,   5:32 PM   ,plane
174,286,$295 ,10/27/19,DC,Philadelphia,   2:45 PM   ,   7:31 PM   ,plane
175,313,$295 ,10/27/19,DC,Philadelphia,   4:15 PM   ,   9:28 PM   ,plane
176,312,$295 ,10/27/19,DC,Philadelphia,   5:30 PM   ,   10:42 PM   ,plane
177,288,$295 ,10/27/19,DC,Philadelphia,   6:45 PM   ,   11:33 PM   ,plane
178,381,$301 ,10/27/19,DC,Philadelphia,   6:05 AM   ,   12:26 PM   ,plane
179,383,$321 ,10/27/19,DC,Philadelphia,   8:00 AM   ,   2:23 PM   ,plane
180,445,$334 ,10/27/19,DC,Philadelphia,   5:06 PM   ,   12:31 AM+1   ,plane
183,65,$408 ,10/27/19,DC,Philadelphia,   8:00 AM   ,   9:05 AM   ,plane
